Speech intention	Time_adapted	Speech specific	Wizard	Filename	Expression specific	Vp_num	Study progress (coarse)	Addressee final (reduced)	Wizard addressee	Speech politeness	Annotator	Robot speech	Addressee final	Apartment time	Apartment door state	Study progress (detailed)	Condition	Apartment call	Cupboard door state	Cupboard handle sound	Focus of attention (reduced)	Order	Displayed Text	Speech form of address	Cupboard handle light	Speech type of sentence	Expression (facial, gestural, verbal)	Apartment parcel	Method	Radio	Robot gesture	Focus of attention	Method specific	Wizard task
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Parts of the apartment	Apartment	neutral	PH		Loudspeaker (by the fridge)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Musik an.__	3
Kommunikationsversuch	0	__Flurlich aus.__	Aufgabe 2 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Flurlicht aus.__	2
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Anrufe in Abwesenheit?__	Aufgabe 5 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (words)	unobserved		speech			Unspecific	VP fragt: __Anrufe in Abwesenheit?__	5
	14782		Aufgabe 7 Stehlampe	VP52_R2-nonverbal_PH.eaf	VP wirkt ratlos	52	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		gesture			Floor lamp \(L_F\)	VP schnipst und klatscht	7
Kommunikationsversuch	0	__Licht an.__	Aufgabe 1 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht an.__	1
	0		Aufgabe 6 Apartment	VP53_R1-verbal_PH.eaf		53	Task solution	Unspecific	Apartment	unobserved	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		unobserved		unobserved	unobserved		gesture			Unspecific	VP klatscht erneut	6
	0		Aufgabe 5 Apartment	VP53_R1-verbal_PH.eaf		53	Task solution	Not discernible	Apartment	unobserved	PH		Not discernible			Lösungsversuch	verbal				Not discernible	1		unobserved		unobserved	unobserved		touch			Not discernible	VP schließt die Küchentür. Siehe Kommentar!	5
	0		Aufgabe 7 Stehlampe	VP53_R1-verbal_PH.eaf		53	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP klatscht mehrfach oberhalb der Lampe. Unten zum Ausmachen	7
	0		Aufgabe 7 Stehlampe	VP53_R1-verbal_PH.eaf		53	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP klatscht mehrfach oberhalb der Lampe. Unten zum Ausmachen	7
	0		Aufgabe 1 Apartment	VP53_R1-verbal_PH.eaf		53	Task solution	Light in the hallway \(L_H\)	Apartment	unobserved	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		gesture			Light in the hallway \(L_H\)	VP klatscht	1
	0		Aufgabe 3 Apartment	VP53_R1-verbal_PH.eaf		53	Task solution	Parts of the apartment	Apartment	unobserved	PH		Loudspeaker (by the fridge)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Loudspeaker (by the fridge)	VP klatscht, wahrscheinlich in Richtung der Musikbox	3
	0		Aufgabe 2 Apartment	VP53_R1-verbal_PH.eaf		53	Task solution	Light in the hallway \(L_H\)	Apartment	unobserved	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		gesture			Light in the hallway \(L_H\)	VP klatscht. Zweimal, weil der erste Klatscher ziemlich leise war	2
Kommunikationsversuch	0	Ist ein Paket für mich angekommen?	Aufgabe 4 Roboter	VP54_RF2-verbal_ES.eaf		54	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	Wie spät ist es denn jetzt?	Aufgabe 6 Roboter	VP54_RF2-verbal_ES.eaf		54	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	verbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Wie spät ist es denn jetzt?__	6
	0		Aufgabe 7 Stehlampe	VP54_RF2-verbal_ES.eaf		54	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP schnipst mit den Fingern vor der Lampe dann bewegt sie mit der Hand an der Lampe entlang, um die Helligkeit zu steuern 	7
	0		Aufgabe 2 Apartment	VP54_RF2-verbal_ES.eaf		54	Task solution	Not discernible	Apartment	unobserved	ES		Not discernible			Lösungsversuch	verbal				Not discernible	2		unobserved		unobserved	unobserved		gesture			Not discernible	VP schnipst mit den Fingern zum Licht und dreht sich sofort um	2
	0		Aufgabe 1 Apartment	VP54_RF2-verbal_ES.eaf		54	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	verbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (entrance)	VP berührt den Bildschirm im Eingang	1
Kommunikationsversuch	0	Hat jemand mich angerufen? weißt du das?	Aufgabe 5 Roboter	VP54_RF2-verbal_ES.eaf		54	Task solution	Robot	Robot	polite	ES		Robot			Lösungsversuch	verbal				Robot	2		with Name		Question (sentence)	curious		speech			Robot	VP wendet sich wieder an den Roboter: __Hat jemand mich angerufen? weißt du das?__	5
Kommunikationsversuch	0	Weißt du wo es hier Musik gibt? Radio?	Aufgabe 3 Roboter	VP54_RF2-verbal_ES.eaf	VP scheint verunsichert zu sein, ob sie wirklich den Roboter ansprechen soll, 	54	Task solution	Robot	Robot	polite	ES		Robot			Lösungsversuch	verbal				Robot	2		with Name		Question (sentence)	baffled		speech			Robot	VP ist unsicher, fragt aber dann doch den Roboter: __Weißt du wo es hier Musik  gibt? Radio?__	3
	0		Aufgabe 7 Stehlampe	VP57_R1-nonverbal_PH.eaf		57	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP tipt die Lampe zweimal kurz oben an	7
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Roboter	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt Roboter: __Wie spät ist es?__	6
Kommunikationsversuch	0	__mach Musik an.__	Aufgabe 3 kein Adressat	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	None	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Command (words)	unobserved		speech			Robot	VP sagt zum Roboter: __Mach Musik an.__	3
Kommunikationsversuch	0	__Mach das Licht im Flur wieder aus.__	Aufgabe 2 Roboter	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	Robot	polite	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Command (sentence)	unobserved		speech			Robot	VP sagt zum Roboter: __Mach das Lichte im Flur wieder aus.__	2
Kommunikationsversuch	0	__Hat jemand für mich angefrufen?__	Aufgabe 5 Roboter	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt Roboter: __Hat jemand für mich angerufen?__	5
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Roboter	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt Roboter: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	__Muss ich wahrscheinlich mit dir reden, ne? Mach das Licht im Flur an.__	Aufgabe 1 Roboter	VP57_R1-nonverbal_PH.eaf		57	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Command (sentence)	unobserved		speech			Robot	Vp sagt: __Muss ich wahrscheinlich mit dir reden. Mach das Licht im Flur an.__	1
Kommunikationsversuch	0	__He, habe ich Post?__	Aufgabe 4 Roboter	VP58_R1-nonverbal_PH.eaf		58	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal			/vol/csra/releases/trusty/lsp-csra-nightly/share/scripts/ghost.wav	Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt: __ He, habe ich Post?__	4
Kommunikationsversuch	0	__He, habe ich Post?__	Aufgabe 4 Apartment	VP58_R1-nonverbal_PH.eaf		58	Task solution	Robot	Apartment	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt: __ He, habe ich Post?__	4
Kommunikationsversuch	0	__Hat jemand angerufen? Habe ich einen Anruf bekommen?__	Aufgabe 5 Roboter	VP58_R1-nonverbal_PH.eaf		58	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Hat jemand angerufen?__ nach einer weiteren Sekunde: habe ich einen Anruf bekommen?__ __	5
Kommunikationsversuch	0	__Wo ist die Post?__	Aufgabe 4 Roboter	VP58_R1-nonverbal_PH.eaf		58	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	__Woist die Post?__	4
Kommunikationsversuch	0	__Licht an.__	Aufgabe 1 Apartment	VP58_R1-nonverbal_PH.eaf		58	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt __Licht an.__	1
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP58_R1-nonverbal_PH.eaf		58	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt __Musik an.__	3
Kommunikationsversuch	0	__Licht aus.__	Aufgabe 2 Apartment	VP58_R1-nonverbal_PH.eaf		58	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht aus.__	2
Kommunikationsversuch	0	__2Wie spät ist es?__	Aufgabe 6 Roboter	VP58_R1-nonverbal_PH.eaf		58	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	__Wie spät ist es?__	6
	0		Aufgabe 7 Stehlampe	VP58_R1-nonverbal_PH.eaf		58	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe oben am Rand	7
Kommunikationsversuch	0	__Paket?__	Aufgabe 4 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (words)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf den Bildschirm, wie zuvor und fragt: __Paket?__	4
Kommunikationsversuch	0	__Uhrzeit?__	Aufgabe 6 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (words)	unobserved		speech			Screen (kitchen on worktop)	VP fragt: __Uhrzeit?__	6
	0		Aufgabe 7 Stehlampe	VP60_R2-nonverbal_PH.eaf		60	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe seitlich und dann oben am Ring	7
Kommunikationsversuch	0	__Licht aus.__	Aufgabe 2 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht aus.__	2
Kommunikationsversuch	0	__Licht an.__	Aufgabe 1 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht an.__	1
Kommunikationsversuch	14461	__Musik an.__	Aufgabe 5 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Self	2		with Name		Command (words)	unobserved		speech	cheerleader10s.ogg		Self	VP sagt: __Musik an.__	5
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP60_R2-nonverbal_PH.eaf		60	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Self	2		with Name		Command (words)	unobserved		speech			Self	VP sagt: __Musik an.__	3
	0		Aufgabe 7 Stehlampe	VP61_R1-verbal_PH.eaf		61	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP macht an mehreren Stellen der lampe verschiedene Gestiken: Wischen oberhalb, eine ziehende Geste, angedeutetes streichen seitlich. 	7
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Roboter	VP61_R1-verbal_PH.eaf		61	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	verbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Licht im Flur aus.__	Aufgabe 2 Apartment	VP61_R1-verbal_PH.eaf		61	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht im Flur aus.__	2
Kommunikationsversuch	0	__Licht im Flur an.__	Aufgabe 1 Apartment	VP61_R1-verbal_PH.eaf		61	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Licht im Flur an.__	1
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Roboter	VP61_R1-verbal_PH.eaf		61	Task solution	Unspecific	Robot	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	__Musik an.__	Aufgabe 3 Apartment	VP61_R1-verbal_PH.eaf		61	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt in den Raum: __Musik an.__	3
Kommunikationsversuch	192	__Hat schon jemand für mich angerufen?__	Aufgabe 5 Roboter	VP61_R1-verbal_PH.eaf		61	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	verbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt: __Hat schon jemand für mich angerufen?__	5
	0		Aufgabe 4 Roboter	VP61_R1-verbal_PH.eaf	VP kann nichts mit dem Hinweisen des Roboters anfangen, wei nicht, wo das paket sein soll	61	Task solution	Robot	Robot	unobserved	PH		Robot			Lösungsversuch	verbal				Unspecific	1		unobserved		unobserved	baffled		speech			Unspecific	__Wo ist das paket in der Küche?__	4
	0		Aufgabe 7 Stehlampe	VP63_R2-nonverbal_PH.eaf	VP scheint nicht wirklich zu wissen, wie er die Lampe steuert	63	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		Kombination mehrerer Verhaltensweisen			Floor lamp \(L_F\)	VP scheint versucht zu haben, mit dem Fuß die Lampe mit dem Schalter anzustellen, danach verwendet er dann Gestik	7
Kommunikationsversuch	0	__Wo ist das Paket?__	Aufgabe 4 Roboter	VP63_R2-nonverbal_PH.eaf		63	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt: __Wo ist das paket?__	4
Kommunikationsversuch	0	__Neue Pakete? Ist Post gekommen?__	Aufgabe 4 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room table)	__VP fragt: __Neue Paket?__ Ist Post gekommen?__	4
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room window)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room window)	VP fragt: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	__Ist ein Paket gekommen?__	Aufgabe 4 Roboter	VP63_R2-nonverbal_PH.eaf		63	Task solution	Robot	Robot	neutral	PH		Robot			Lösungsversuch	nonverbal				Robot	2		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Ist ein Paket gekommen?__	4
Kommunikationsversuch	2005	__Habe ich Post?__	Aufgabe 4 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room table)	VP fragt: __Habe ich Post?__	4
	0		Aufgabe 1 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	unobserved	PH		Screen (entrance)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		touch			Screen (entrance)	VP drückt auf Bildschirm am Apartmenteingang	1
Kommunikationsversuch	124	__Musik einschalten.__	Aufgabe 3 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room window)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Command (words)	unobserved		speech			Screen (living room window)	VP sagt: __Musik einschalten.__	3
Kommunikationsversuch	0	__Flurlicht ausschalten.__	Aufgabe 2 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Command (words)	unobserved		Kombination mehrerer Verhaltensweisen			Screen (kitchen on worktop)	VP drückt auf den Bildschirm, darauf reagiert der Wizzard, VP merkt dies nicht und sagt dann: __Flurlicht ausschalten:__	2
Kommunikationsversuch	0	__Wie spät ist es?__	Aufgabe 6 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room window)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room window)	VP fragt: __Wie spät ist es?__	6
Kommunikationsversuch	0	__Habe ich verpasste Anrufe?__	Aufgabe 5 Apartment	VP63_R2-nonverbal_PH.eaf		63	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (living room window)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (living room window)	VP fragt: __Habe ich verpasste Anrufe?__	5
